23.4564 	EXP 	Countdown_Text: pos = array([ 0.,  0.])
23.4564 	EXP 	Countdown_Text: font = 'Arial'
23.4564 	EXP 	Countdown_Text: height = 0.2
23.4564 	EXP 	Countdown_Text: autoDraw = True
23.4564 	EXP 	Countdown_Text: text = u'1'
24.9383 	DATA 	Keypress: t
24.9513 	EXP 	Countdown_Text: autoDraw = False
24.9513 	EXP 	ShortFixation: autoDraw = True
26.4384 	DATA 	Keypress: t
27.9389 	DATA 	Keypress: t
27.9728 	EXP 	Imported Stim/StimLists/StimListTest205.xlsx as conditions, 40 conditions, 9 params
27.9732 	EXP 	Created sequence: sequential, trialTypes=40, nReps=1, seed=None
27.9736 	EXP 	New trial (rep=0, index=0): {u'RAND': 0.8950786159489623, u'WN_LD': u'White', u'NOUN': u'PENCIL', u'ASSOCIATE': u'Face', u'JITTER_donotuse': 118L, u'YO_OM': u'Old', u'MF_RC': u'Female', u'recallRespCorrect': u'f', u'PATHWAY': u'Stim/Face/TMWfemale64neutral.jpg'}
27.9830 	EXP 	ShortFixation: autoDraw = False
27.9830 	EXP 	ShortFixation: autoDraw = False
27.9830 	EXP 	Jitter_Text: text = '+'
27.9830 	EXP 	Jitter_Text: autoDraw = True
29.4383 	DATA 	Keypress: t
30.9386 	DATA 	Keypress: t
32.4387 	DATA 	Keypress: t
32.4834 	EXP 	Jitter_Text: autoDraw = False
32.4834 	EXP 	Jitter_Text: autoDraw = False
32.4834 	EXP 	Recall_Words: text = u'PENCIL'
32.4834 	EXP 	Recall_Words: autoDraw = True
32.4834 	EXP 	Recall_Key: autoDraw = True
33.9388 	DATA 	Keypress: t
35.4393 	DATA 	Keypress: t
35.4857 	EXP 	Recall_Words: autoDraw = False
35.5025 	EXP 	Recall_Fixation: autoDraw = True
36.4726 	DATA 	Keypress: 9
36.9394 	DATA 	Keypress: t
38.4398 	DATA 	Keypress: t
38.4414 	EXP 	New trial (rep=0, index=1): {u'RAND': 0.3904803661793098, u'WN_LD': u'light', u'NOUN': u'COAL', u'ASSOCIATE': u'House', u'JITTER_donotuse': 90L, u'YO_OM': u'multistory', u'MF_RC': u'residential', u'recallRespCorrect': u'e', u'PATHWAY': u'Stim/House/hstim78.bmp'}
38.4528 	EXP 	Recall_Words: autoDraw = False
38.4528 	EXP 	Recall_Key: autoDraw = False
38.4528 	EXP 	Recall_Fixation: autoDraw = False
38.4528 	EXP 	Jitter_Text: text = '+'
38.4528 	EXP 	Jitter_Text: autoDraw = True
39.9402 	DATA 	Keypress: t
39.9692 	EXP 	Jitter_Text: autoDraw = False
39.9692 	EXP 	Jitter_Text: autoDraw = False
39.9692 	EXP 	Recall_Words: text = u'COAL'
39.9692 	EXP 	Recall_Words: autoDraw = True
39.9692 	EXP 	Recall_Key: autoDraw = True
41.4402 	DATA 	Keypress: t
42.3235 	DATA 	Keypress: 4
42.9405 	DATA 	Keypress: t
42.9538 	EXP 	Recall_Words: autoDraw = False
42.9707 	EXP 	Recall_Fixation: autoDraw = True
44.4405 	DATA 	Keypress: t
45.9408 	DATA 	Keypress: t
45.9420 	EXP 	New trial (rep=0, index=2): {u'RAND': 0.3595151497728588, u'WN_LD': u'White', u'NOUN': u'BLANKET', u'ASSOCIATE': u'Face', u'JITTER_donotuse': 88L, u'YO_OM': u'Young', u'MF_RC': u'Female', u'recallRespCorrect': u'f', u'PATHWAY': u'Stim/Face/JWfemale24neutral.jpg'}
45.9535 	EXP 	Recall_Key: autoDraw = False
45.9535 	EXP 	Recall_Fixation: autoDraw = False
45.9535 	EXP 	Recall_Words: autoDraw = False
45.9535 	EXP 	Recall_Key: autoDraw = False
45.9535 	EXP 	Recall_Fixation: autoDraw = False
45.9535 	EXP 	Jitter_Text: text = '+'
45.9535 	EXP 	Jitter_Text: autoDraw = True
47.4408 	DATA 	Keypress: t
48.9407 	DATA 	Keypress: t
48.9712 	EXP 	Jitter_Text: autoDraw = False
48.9712 	EXP 	Jitter_Text: autoDraw = False
48.9712 	EXP 	Recall_Words: text = u'BLANKET'
48.9712 	EXP 	Recall_Words: autoDraw = True
48.9712 	EXP 	Recall_Key: autoDraw = True
50.4407 	DATA 	Keypress: t
50.4911 	DATA 	Keypress: 9
51.9410 	DATA 	Keypress: t
51.9549 	EXP 	Recall_Words: autoDraw = False
51.9716 	EXP 	Recall_Fixation: autoDraw = True
53.4410 	DATA 	Keypress: t
54.9412 	DATA 	Keypress: t
54.9424 	EXP 	New trial (rep=0, index=3): {u'RAND': 0.13288484553803803, u'WN_LD': u'White', u'NOUN': u'TABLE', u'ASSOCIATE': u'Face', u'JITTER_donotuse': 92L, u'YO_OM': u'Old', u'MF_RC': u'Male', u'recallRespCorrect': u'f', u'PATHWAY': u'Stim/Face/TSFWmale70neutral.jpg'}
54.9535 	EXP 	Recall_Key: autoDraw = False
54.9535 	EXP 	Recall_Fixation: autoDraw = False
54.9535 	EXP 	Recall_Words: autoDraw = False
54.9535 	EXP 	Recall_Key: autoDraw = False
54.9535 	EXP 	Recall_Fixation: autoDraw = False
54.9535 	EXP 	Jitter_Text: text = '+'
54.9535 	EXP 	Jitter_Text: autoDraw = True
54.9535 	EXP 	Jitter_Text: autoDraw = False
54.9535 	EXP 	Jitter_Text: autoDraw = False
54.9535 	EXP 	Recall_Words: text = u'TABLE'
54.9535 	EXP 	Recall_Words: autoDraw = True
54.9535 	EXP 	Recall_Key: autoDraw = True
56.4424 	DATA 	Keypress: t
56.5920 	DATA 	Keypress: 4
57.9425 	DATA 	Keypress: t
57.9555 	EXP 	Recall_Words: autoDraw = False
57.9726 	EXP 	Recall_Fixation: autoDraw = True
59.4425 	DATA 	Keypress: t
60.9425 	DATA 	Keypress: t
60.9438 	EXP 	New trial (rep=0, index=4): {u'RAND': 0.3783635016407977, u'WN_LD': u'light', u'NOUN': u'SACK', u'ASSOCIATE': u'House', u'JITTER_donotuse': 14L, u'YO_OM': u'one story', u'MF_RC': u'residential', u'recallRespCorrect': u'e', u'PATHWAY': u'Stim/House/hstim73.bmp'}
60.9559 	EXP 	Recall_Key: autoDraw = False
60.9559 	EXP 	Recall_Fixation: autoDraw = False
60.9559 	EXP 	Recall_Words: autoDraw = False
60.9559 	EXP 	Recall_Key: autoDraw = False
60.9559 	EXP 	Recall_Fixation: autoDraw = False
60.9559 	EXP 	Jitter_Text: text = '+'
60.9559 	EXP 	Jitter_Text: autoDraw = True
62.4427 	DATA 	Keypress: t
63.9433 	DATA 	Keypress: t
65.4426 	DATA 	Keypress: t
66.9427 	DATA 	Keypress: t
66.9543 	EXP 	Jitter_Text: autoDraw = False
66.9543 	EXP 	Jitter_Text: autoDraw = False
66.9543 	EXP 	Recall_Words: text = u'SACK'
66.9543 	EXP 	Recall_Words: autoDraw = True
66.9543 	EXP 	Recall_Key: autoDraw = True
68.4439 	DATA 	Keypress: t
68.6437 	DATA 	Keypress: 9
69.9440 	DATA 	Keypress: t
69.9572 	EXP 	Recall_Words: autoDraw = False
69.9743 	EXP 	Recall_Fixation: autoDraw = True
71.4439 	DATA 	Keypress: t
72.9432 	DATA 	Keypress: t
72.9442 	EXP 	New trial (rep=0, index=5): {u'RAND': 0.867476905760159, u'WN_LD': u'White', u'NOUN': u'CASH', u'ASSOCIATE': u'Face', u'JITTER_donotuse': 45L, u'YO_OM': u'Old', u'MF_RC': u'Female', u'recallRespCorrect': u'f', u'PATHWAY': u'Stim/Face/TSFWfemale65-2neutral.jpg'}
72.9555 	EXP 	Recall_Key: autoDraw = False
72.9555 	EXP 	Recall_Fixation: autoDraw = False
72.9555 	EXP 	Recall_Words: autoDraw = False
72.9555 	EXP 	Recall_Key: autoDraw = False
72.9555 	EXP 	Recall_Fixation: autoDraw = False
72.9555 	EXP 	Jitter_Text: text = '+'
72.9555 	EXP 	Jitter_Text: autoDraw = True
72.9555 	EXP 	Jitter_Text: autoDraw = False
72.9555 	EXP 	Jitter_Text: autoDraw = False
72.9555 	EXP 	Recall_Words: text = u'CASH'
72.9555 	EXP 	Recall_Words: autoDraw = True
72.9555 	EXP 	Recall_Key: autoDraw = True
74.4438 	DATA 	Keypress: t
74.5618 	DATA 	Keypress: 9
75.9450 	DATA 	Keypress: t
75.9581 	EXP 	Recall_Words: autoDraw = False
75.9745 	EXP 	Recall_Fixation: autoDraw = True
77.4450 	DATA 	Keypress: t
78.9449 	DATA 	Keypress: t
78.9462 	EXP 	New trial (rep=0, index=6): {u'RAND': 0.010137090555179085, u'WN_LD': u'White', u'NOUN': u'CUBE', u'ASSOCIATE': u'Face', u'JITTER_donotuse': 18L, u'YO_OM': u'Young ', u'MF_RC': u'Male', u'recallRespCorrect': u'f', u'PATHWAY': u'Stim/Face/EMWmale22-3neutral.jpg'}
78.9581 	EXP 	Recall_Key: autoDraw = False
78.9581 	EXP 	Recall_Fixation: autoDraw = False
78.9581 	EXP 	Recall_Words: autoDraw = False
78.9581 	EXP 	Recall_Key: autoDraw = False
78.9581 	EXP 	Recall_Fixation: autoDraw = False
78.9581 	EXP 	Jitter_Text: text = '+'
78.9581 	EXP 	Jitter_Text: autoDraw = True
80.4456 	DATA 	Keypress: t
80.4710 	EXP 	Jitter_Text: autoDraw = False
80.4710 	EXP 	Jitter_Text: autoDraw = False
80.4710 	EXP 	Recall_Words: text = u'CUBE'
80.4710 	EXP 	Recall_Words: autoDraw = True
80.4710 	EXP 	Recall_Key: autoDraw = True
81.7453 	DATA 	Keypress: 9
81.9441 	DATA 	Keypress: t
83.4458 	DATA 	Keypress: t
83.4594 	EXP 	Recall_Words: autoDraw = False
83.4763 	EXP 	Recall_Fixation: autoDraw = True
84.9460 	DATA 	Keypress: t
86.4455 	DATA 	Keypress: t
86.4467 	EXP 	New trial (rep=0, index=7): {u'RAND': 0.046861148122199325, u'WN_LD': u'dark', u'NOUN': u'MENU', u'ASSOCIATE': u'House', u'JITTER_donotuse': 107L, u'YO_OM': u'multistory', u'MF_RC': u'residential', u'recallRespCorrect': u'e', u'PATHWAY': u'Stim/House/hstim31.bmp'}
86.4589 	EXP 	Recall_Key: autoDraw = False
86.4589 	EXP 	Recall_Fixation: autoDraw = False
86.4589 	EXP 	Recall_Words: autoDraw = False
86.4589 	EXP 	Recall_Key: autoDraw = False
86.4589 	EXP 	Recall_Fixation: autoDraw = False
86.4589 	EXP 	Jitter_Text: text = '+'
86.4589 	EXP 	Jitter_Text: autoDraw = True
87.9457 	DATA 	Keypress: t
87.9577 	EXP 	Jitter_Text: autoDraw = False
87.9577 	EXP 	Jitter_Text: autoDraw = False
87.9577 	EXP 	Recall_Words: text = u'MENU'
87.9577 	EXP 	Recall_Words: autoDraw = True
87.9577 	EXP 	Recall_Key: autoDraw = True
89.4466 	DATA 	Keypress: t
90.9470 	DATA 	Keypress: t
90.9606 	EXP 	Recall_Words: autoDraw = False
90.9772 	EXP 	Recall_Fixation: autoDraw = True
91.5803 	DATA 	Keypress: 9
92.4464 	DATA 	Keypress: t
93.9472 	DATA 	Keypress: t
93.9484 	EXP 	New trial (rep=0, index=8): {u'RAND': 0.6895618382218884, u'WN_LD': u'dark', u'NOUN': u'LINEN', u'ASSOCIATE': u'House', u'JITTER_donotuse': 28L, u'YO_OM': u'multistory', u'MF_RC': u'residential ', u'recallRespCorrect': u'e', u'PATHWAY': u'Stim/House/hstim45.bmp'}
93.9608 	EXP 	Recall_Key: autoDraw = False
93.9608 	EXP 	Recall_Fixation: autoDraw = False
93.9608 	EXP 	Recall_Words: autoDraw = False
93.9608 	EXP 	Recall_Key: autoDraw = False
93.9608 	EXP 	Recall_Fixation: autoDraw = False
93.9608 	EXP 	Jitter_Text: text = '+'
93.9608 	EXP 	Jitter_Text: autoDraw = True
95.4477 	DATA 	Keypress: t
96.9475 	DATA 	Keypress: t
98.4475 	DATA 	Keypress: t
99.9474 	DATA 	Keypress: t
101.4482 	DATA 	Keypress: t
102.9484 	DATA 	Keypress: t
102.9595 	EXP 	Jitter_Text: autoDraw = False
102.9595 	EXP 	Jitter_Text: autoDraw = False
102.9595 	EXP 	Recall_Words: text = u'LINEN'
102.9595 	EXP 	Recall_Words: autoDraw = True
102.9595 	EXP 	Recall_Key: autoDraw = True
104.4483 	DATA 	Keypress: t
104.5978 	DATA 	Keypress: 4
105.9487 	DATA 	Keypress: t
105.9625 	EXP 	Recall_Words: autoDraw = False
105.9801 	EXP 	Recall_Fixation: autoDraw = True
107.4495 	DATA 	Keypress: t
108.9491 	DATA 	Keypress: t
108.9503 	EXP 	New trial (rep=0, index=9): {u'RAND': 0.10483844975419732, u'WN_LD': u'light', u'NOUN': u'GATE', u'ASSOCIATE': u'House', u'JITTER_donotuse': 30L, u'YO_OM': u'one story', u'MF_RC': u'residential', u'recallRespCorrect': u'e', u'PATHWAY': u'Stim/House/hstim103.bmp'}
108.9627 	EXP 	Recall_Key: autoDraw = False
108.9627 	EXP 	Recall_Fixation: autoDraw = False
108.9627 	EXP 	Recall_Words: autoDraw = False
108.9627 	EXP 	Recall_Key: autoDraw = False
108.9627 	EXP 	Recall_Fixation: autoDraw = False
108.9627 	EXP 	Jitter_Text: text = '+'
108.9627 	EXP 	Jitter_Text: autoDraw = True
110.4489 	DATA 	Keypress: t
111.9479 	DATA 	Keypress: t
111.9621 	EXP 	Jitter_Text: autoDraw = False
111.9621 	EXP 	Jitter_Text: autoDraw = False
111.9621 	EXP 	Recall_Words: text = u'GATE'
111.9621 	EXP 	Recall_Words: autoDraw = True
111.9621 	EXP 	Recall_Key: autoDraw = True
113.3503 	DATA 	Keypress: 9
113.4359 	DATA 	Keypress: t
114.9471 	DATA 	Keypress: t
114.9618 	EXP 	Recall_Words: autoDraw = False
114.9782 	EXP 	Recall_Fixation: autoDraw = True
116.4478 	DATA 	Keypress: t
117.9482 	DATA 	Keypress: t
117.9495 	EXP 	New trial (rep=0, index=10): {u'RAND': 0.06755434107711156, u'WN_LD': u'Non White', u'NOUN': u'STRING', u'ASSOCIATE': u'Face', u'JITTER_donotuse': 111L, u'YO_OM': u'Old', u'MF_RC': u'Male', u'recallRespCorrect': u'f', u'PATHWAY': u'Stim/Face/EMBmale55neutral.jpg'}
117.9617 	EXP 	Recall_Key: autoDraw = False
117.9617 	EXP 	Recall_Fixation: autoDraw = False
