19,599.995,0.241087589,0.241087589,0.109451252,0.328119244,-0.64,-0.64,-1.17,-0.4,-2.85,2
20,636.002,0.241087589,0.758912411,0.758912411,0.758912411,-0.64,0.64,0.64,0.64,1.28,7
1,685.996,0.109451252,0.758912411,0.758912411,0.671880756,-1.17,0.64,0.64,0.4,0.51,7
2,718.004,0.109451252,0.241087589,0.109451252,0.241087589,-1.17,-0.64,-1.17,-0.64,-3.62,2
3,747.988,0.758912411,0.890548748,0.671880756,0.890548748,0.64,1.17,0.4,1.17,3.38,7
4,779.996,0.328119244,0.109451252,0.890548748,0.890548748,-0.4,-1.17,1.17,1.17,0.77,7
5,811.989,0.241087589,0.671880756,0.758912411,0.890548748,-0.64,0.4,0.64,1.17,1.57,7
6,847.995,0.241087589,0.671880756,0.671880756,0.671880756,-0.64,0.4,0.4,0.4,0.56,7
7,877.996,0.328119244,0.241087589,0.890548748,0.890548748,-0.4,-0.64,1.17,1.17,1.3,7
8,914.003,0.890548748,0.328119244,0.109451252,0.109451252,1.17,-0.4,-1.17,-1.17,-1.57,2
9,945.995,0.671880756,0.758912411,0.328119244,0.109451252,0.4,0.64,-0.4,-1.17,-0.53,7
10,978.003,0.241087589,0.241087589,0.890548748,0.758912411,-0.64,-0.64,1.17,0.64,0.53,2
11,1009.996,0.241087589,0.241087589,0.241087589,0.241087589,-0.64,-0.64,-0.64,-0.64,-2.56,2
12,1040.012,0.671880756,0.328119244,0.328119244,0.241087589,0.4,-0.4,-0.4,-0.64,-1.04,2
13,1070.013,0.671880756,0.328119244,0.328119244,0.109451252,0.4,-0.4,-0.4,-1.17,-1.57,2
14,1106.003,0.758912411,0.241087589,0.241087589,0.241087589,0.64,-0.64,-0.64,-0.64,-1.28,2
15,1136.004,0.671880756,0.241087589,0.328119244,0.328119244,0.4,-0.64,-0.4,-0.4,-1.04,2
16,1166.005,0.671880756,0.328119244,0.109451252,0.328119244,0.4,-0.4,-1.17,-0.4,-1.57,2
17,1201.995,0.890548748,0.671880756,0.671880756,0.671880756,1.17,0.4,0.4,0.4,2.37,7
18,1234.004,0.109451252,0.241087589,0.109451252,0.109451252,-1.17,-0.64,-1.17,-1.17,-4.15,2
19,1269.996,0.758912411,0.109451252,0.671880756,0.890548748,0.64,-1.17,0.4,1.17,1.04,7
20,1306.002,0.890548748,0.671880756,0.109451252,0.109451252,1.17,0.4,-1.17,-1.17,-0.77,7
1,1361.987,0.758912411,0.758912411,0.758912411,0.758912411,0.64,0.64,0.64,0.64,2.56,7
2,1391.988,0.890548748,0.671880756,0.671880756,0.671880756,1.17,0.4,0.4,0.4,2.37,7
3,1422.004,0.241087589,0.241087589,0.890548748,0.890548748,-0.64,-0.64,1.17,1.17,1.06,7
4,1452.005,0.241087589,0.109451252,0.328119244,0.328119244,-0.64,-1.17,-0.4,-0.4,-2.61,2
5,1487.995,0.671880756,0.758912411,0.241087589,0.109451252,0.4,0.64,-0.64,-1.17,-0.77,7
6,1519.987,0.758912411,0.328119244,0.328119244,0.328119244,0.64,-0.4,-0.4,-0.4,-0.56,2
7,1555.994,0.109451252,0.328119244,0.890548748,0.890548748,-1.17,-0.4,1.17,1.17,0.77,7
8,1587.986,0.241087589,0.758912411,0.758912411,0.758912411,-0.64,0.64,0.64,0.64,1.28,7
9,1623.993,0.890548748,0.758912411,0.109451252,0.109451252,1.17,0.64,-1.17,-1.17,-0.53,7
10,1656.002,0.109451252,0.890548748,0.758912411,0.671880756,-1.17,1.17,0.64,0.4,1.04,7
11,1687.993,0.890548748,0.671880756,0.109451252,0.109451252,1.17,0.4,-1.17,-1.17,-0.77,7
12,1720.002,0.758912411,0.890548748,0.890548748,0.890548748,0.64,1.17,1.17,1.17,4.15,7
13,1750.002,0.109451252,0.328119244,0.109451252,0.109451252,-1.17,-0.4,-1.17,-1.17,-3.91,2
14,1785.993,0.890548748,0.109451252,0.241087589,0.328119244,1.17,-1.17,-0.64,-0.4,-1.04,2
15,1815.994,0.758912411,0.109451252,0.328119244,0.328119244,0.64,-1.17,-0.4,-0.4,-1.33,2
16,1848.002,0.758912411,0.241087589,0.241087589,0.241087589,0.64,-0.64,-0.64,-0.64,-1.28,2
17,1878.003,0.758912411,0.758912411,0.109451252,0.241087589,0.64,0.64,-1.17,-0.64,-0.53,7
18,1907.987,0.241087589,0.241087589,0.241087589,0.328119244,-0.64,-0.64,-0.64,-0.4,-2.32,2
19,1939.995,0.241087589,0.890548748,0.328119244,0.328119244,-0.64,1.17,-0.4,-0.4,-0.27,2
20,1976.002,0.241087589,0.109451252,0.328119244,0.109451252,-0.64,-1.17,-0.4,-1.17,-3.38,2
1,2025.995,0.758912411,0.758912411,0.758912411,0.671880756,0.64,0.64,0.64,0.4,2.32,7
2,2061.986,0.328119244,0.109451252,0.328119244,0.328119244,-0.4,-1.17,-0.4,-0.4,-2.37,2
3,2097.977,0.328119244,0.671880756,0.890548748,0.671880756,-0.4,0.4,1.17,0.4,1.57,7
4,2129.985,0.671880756,0.890548748,0.890548748,0.890548748,0.4,1.17,1.17,1.17,3.91,7
5,2161.993,0.328119244,0.758912411,0.671880756,0.890548748,-0.4,0.64,0.4,1.17,1.81,7
6,2191.994,0.109451252,0.671880756,0.758912411,0.758912411,-1.17,0.4,0.64,0.64,0.51,7
7,2227.985,0.241087589,0.890548748,0.328119244,0.328119244,-0.64,1.17,-0.4,-0.4,-0.27,2
8,2257.985,0.890548748,0.758912411,0.890548748,0.758912411,1.17,0.64,1.17,0.64,3.62,7
9,2289.994,0.241087589,0.671880756,0.758912411,0.890548748,-0.64,0.4,0.64,1.17,1.57,7
10,2321.985,0.241087589,0.241087589,0.109451252,0.328119244,-0.64,-0.64,-1.17,-0.4,-2.85,2
11,2351.986,0.241087589,0.109451252,0.758912411,0.890548748,-0.64,-1.17,0.64,1.17,0,7
12,2383.994,0.890548748,0.758912411,0.758912411,0.890548748,1.17,0.64,0.64,1.17,3.62,7
13,2413.995,0.241087589,0.671880756,0.671880756,0.671880756,-0.64,0.4,0.4,0.4,0.56,7
14,2450.002,0.109451252,0.241087589,0.109451252,0.109451252,-1.17,-0.64,-1.17,-1.17,-4.15,2
15,2485.993,0.671880756,0.328119244,0.241087589,0.109451252,0.4,-0.4,-0.64,-1.17,-1.81,2
16,2515.993,0.758912411,0.890548748,0.758912411,0.890548748,0.64,1.17,0.64,1.17,3.62,7
17,2545.994,0.758912411,0.109451252,0.890548748,0.671880756,0.64,-1.17,1.17,0.4,1.04,7
18,2581.985,0.890548748,0.890548748,0.671880756,0.671880756,1.17,1.17,0.4,0.4,3.14,7
19,2613.993,0.328119244,0.671880756,0.671880756,0.758912411,-0.4,0.4,0.4,0.64,1.04,7
20,2646.001,0.328119244,0.758912411,0.671880756,0.671880756,-0.4,0.64,0.4,0.4,1.04,7
1,2702.003,0.241087589,0.109451252,0.328119244,0.328119244,-0.64,-1.17,-0.4,-0.4,-2.61,2
2,2737.993,0.241087589,0.890548748,0.109451252,0.328119244,-0.64,1.17,-1.17,-0.4,-1.04,2
3,2769.985,0.758912411,0.328119244,0.241087589,0.109451252,0.64,-0.4,-0.64,-1.17,-1.57,2
4,2801.993,0.109451252,0.671880756,0.671880756,0.758912411,-1.17,0.4,0.4,0.64,0.27,7
5,2831.994,0.241087589,0.241087589,0.890548748,0.890548748,-0.64,-0.64,1.17,1.17,1.06,7
6,2861.995,0.758912411,0.758912411,0.890548748,0.758912411,0.64,0.64,1.17,0.64,3.09,7
7,2891.995,0.758912411,0.328119244,0.328119244,0.328119244,0.64,-0.4,-0.4,-0.4,-0.56,2
8,2928.002,0.109451252,0.241087589,0.241087589,0.109451252,-1.17,-0.64,-0.64,-1.17,-3.62,2
9,2959.994,0.890548748,0.890548748,0.671880756,0.671880756,1.17,1.17,0.4,0.4,3.14,7
10,2992.003,0.758912411,0.758912411,0.241087589,0.109451252,0.64,0.64,-0.64,-1.17,-0.53,7
11,3022.003,0.241087589,0.758912411,0.758912411,0.758912411,-0.64,0.64,0.64,0.64,1.28,7
12,3053.995,0.758912411,0.758912411,0.671880756,0.671880756,0.64,0.64,0.4,0.4,2.08,7
13,3090.002,0.109451252,0.109451252,0.328119244,0.328119244,-1.17,-1.17,-0.4,-0.4,-3.14,2
14,3119.987,0.328119244,0.241087589,0.890548748,0.890548748,-0.4,-0.64,1.17,1.17,1.3,7
15,3151.994,0.328119244,0.109451252,0.109451252,0.109451252,-0.4,-1.17,-1.17,-1.17,-3.91,2
16,3188.002,0.758912411,0.109451252,0.671880756,0.671880756,0.64,-1.17,0.4,0.4,0.27,7
17,3218.002,0.241087589,0.241087589,0.890548748,0.758912411,-0.64,-0.64,1.17,0.64,0.53,2
18,3253.993,0.890548748,0.241087589,0.328119244,0.241087589,1.17,-0.64,-0.4,-0.64,-0.51,2
19,3283.993,0.671880756,0.328119244,0.328119244,0.328119244,0.4,-0.4,-0.4,-0.4,-0.8,2
20,3316.002,0.241087589,0.241087589,0.109451252,0.241087589,-0.64,-0.64,-1.17,-0.64,-3.09,2
1,3368.003,0.758912411,0.758912411,0.671880756,0.671880756,0.64,0.64,0.4,0.4,2.08,7
2,3404.011,0.328119244,0.758912411,0.328119244,0.328119244,-0.4,0.64,-0.4,-0.4,-0.56,2
3,3435.987,0.241087589,0.890548748,0.328119244,0.328119244,-0.64,1.17,-0.4,-0.4,-0.27,2
4,3466.003,0.241087589,0.241087589,0.109451252,0.109451252,-0.64,-0.64,-1.17,-1.17,-3.62,2
5,3497.995,0.328119244,0.328119244,0.671880756,0.758912411,-0.4,-0.4,0.4,0.64,0.24,7
6,3530.003,0.671880756,0.241087589,0.890548748,0.671880756,0.4,-0.64,1.17,0.4,1.33,7
7,3565.994,0.671880756,0.328119244,0.328119244,0.241087589,0.4,-0.4,-0.4,-0.64,-1.04,2
8,3602.001,0.241087589,0.241087589,0.109451252,0.328119244,-0.64,-0.64,-1.17,-0.4,-2.85,2
9,3638.008,0.109451252,0.241087589,0.241087589,0.109451252,-1.17,-0.64,-0.64,-1.17,-3.62,2
10,3668.009,0.109451252,0.241087589,0.109451252,0.241087589,-1.17,-0.64,-1.17,-0.64,-3.62,2
11,3700.001,0.241087589,0.890548748,0.109451252,0.328119244,-0.64,1.17,-1.17,-0.4,-1.04,2
12,3730.001,0.328119244,0.758912411,0.241087589,0.328119244,-0.4,0.64,-0.64,-0.4,-0.8,2
13,3766.009,0.241087589,0.241087589,0.241087589,0.241087589,-0.64,-0.64,-0.64,-0.64,-2.56,2
14,3796.009,0.671880756,0.758912411,0.328119244,0.109451252,0.4,0.64,-0.4,-1.17,-0.53,7
15,3825.993,0.671880756,0.890548748,0.109451252,0.109451252,0.4,1.17,-1.17,-1.17,-0.77,7
16,3858.001,0.241087589,0.109451252,0.758912411,0.890548748,-0.64,-1.17,0.64,1.17,0,7
17,3888.002,0.758912411,0.109451252,0.890548748,0.671880756,0.64,-1.17,1.17,0.4,1.04,7
18,3918.002,0.671880756,0.328119244,0.328119244,0.109451252,0.4,-0.4,-0.4,-1.17,-1.57,2
19,3950.011,0.328119244,0.671880756,0.758912411,0.890548748,-0.4,0.4,0.64,1.17,1.81,7
20,3986.001,0.758912411,0.328119244,0.241087589,0.109451252,0.64,-0.4,-0.64,-1.17,-1.57,2
1,22.002,0.109451252,0.289897949,0.109451252,0.289897949,-1.17,-0.5,-1.17,-0.5,-3.34,2
2,54.01,0.109451252,0.289897949,0.289897949,0.109451252,-1.17,-0.5,-0.5,-1.17,-3.34,2
3,84.011,0.368762857,0.710102051,0.109451252,0.368762857,-0.3,0.5,-1.17,-0.3,-1.27,2
4,113.994,0.289897949,0.289897949,0.109451252,0.289897949,-0.5,-0.5,-1.17,-0.5,-2.67,2
5,146.003,0.631237143,0.289897949,0.890548748,0.631237143,0.3,-0.5,1.17,0.3,1.27,7
6,177.994,0.289897949,0.710102051,0.710102051,0.710102051,-0.5,0.5,0.5,0.5,1,7
7,214.001,0.890548748,0.890548748,0.631237143,0.631237143,1.17,1.17,0.3,0.3,2.94,7
8,245.994,0.109451252,0.631237143,0.710102051,0.710102051,-1.17,0.3,0.5,0.5,0.13,7
9,282,0.289897949,0.289897949,0.368762857,0.368762857,-0.5,-0.5,-0.3,-0.3,-1.6,2
10,312.001,0.631237143,0.631237143,0.109451252,0.109451252,0.3,0.3,-1.17,-1.17,-1.74,2
11,348.008,0.710102051,0.710102051,0.890548748,0.710102051,0.5,0.5,1.17,0.5,2.67,7
12,383.998,0.890548748,0.368762857,0.109451252,0.109451252,1.17,-0.3,-1.17,-1.17,-1.47,2
13,413.999,0.710102051,0.289897949,0.289897949,0.289897949,0.5,-0.5,-0.5,-0.5,-1,2
14,446.007,0.109451252,0.368762857,0.368762857,0.368762857,-1.17,-0.3,-0.3,-0.3,-2.07,2
15,478.015,0.890548748,0.368762857,0.109451252,0.109451252,1.17,-0.3,-1.17,-1.17,-1.47,2
16,507.999,0.631237143,0.289897949,0.710102051,0.631237143,0.3,-0.5,0.5,0.3,0.6,7
17,544.006,0.289897949,0.890548748,0.368762857,0.368762857,-0.5,1.17,-0.3,-0.3,0.07,2
18,574.006,0.631237143,0.289897949,0.631237143,0.631237143,0.3,-0.5,0.3,0.3,0.4,7
19,605.998,0.631237143,0.109451252,0.710102051,0.710102051,0.3,-1.17,0.5,0.5,0.13,7
20,635.998,0.368762857,0.289897949,0.890548748,0.890548748,-0.3,-0.5,1.17,1.17,1.54,7
1,737.193,0.109451252,0.631237143,0.710102051,0.710102051,-1.17,0.3,0.5,0.5,0.13,7
2,769.202,0.109451252,0.289897949,0.289897949,0.109451252,-1.17,-0.5,-0.5,-1.17,-3.34,2
3,805.192,0.631237143,0.890548748,0.631237143,0.631237143,0.3,1.17,0.3,0.3,2.07,7
4,835.192,0.631237143,0.890548748,0.890548748,0.890548748,0.3,1.17,1.17,1.17,3.81,7
5,865.193,0.368762857,0.710102051,0.631237143,0.631237143,-0.3,0.5,0.3,0.3,0.8,7
6,897.201,0.109451252,0.289897949,0.890548748,0.890548748,-1.17,-0.5,1.17,1.17,0.67,7
7,929.209,0.631237143,0.368762857,0.368762857,0.289897949,0.3,-0.3,-0.3,-0.5,-0.8,2
8,959.21,0.631237143,0.289897949,0.368762857,0.368762857,0.3,-0.5,-0.3,-0.3,-0.8,2
9,995.2,0.631237143,0.109451252,0.710102051,0.710102051,0.3,-1.17,0.5,0.5,0.13,7
10,1025.201,0.710102051,0.710102051,0.890548748,0.890548748,0.5,0.5,1.17,1.17,3.34,7
11,1055.201,0.890548748,0.368762857,0.368762857,0.289897949,1.17,-0.3,-0.3,-0.5,0.07,2
12,1091.191,0.710102051,0.710102051,0.289897949,0.109451252,0.5,0.5,-0.5,-1.17,-0.67,7
13,1121.192,0.368762857,0.710102051,0.368762857,0.368762857,-0.3,0.5,-0.3,-0.3,-0.4,2
14,1157.199,0.631237143,0.710102051,0.289897949,0.109451252,0.3,0.5,-0.5,-1.17,-0.87,2
15,1189.207,0.289897949,0.289897949,0.109451252,0.289897949,-0.5,-0.5,-1.17,-0.5,-2.67,2
16,1221.199,0.368762857,0.368762857,0.890548748,0.890548748,-0.3,-0.3,1.17,1.17,1.74,7
17,1251.199,0.710102051,0.109451252,0.631237143,0.890548748,0.5,-1.17,0.3,1.17,0.8,7
18,1287.206,0.289897949,0.631237143,0.631237143,0.631237143,-0.5,0.3,0.3,0.3,0.4,7
19,1319.198,0.109451252,0.710102051,0.710102051,0.631237143,-1.17,0.5,0.5,0.3,0.13,2
20,1355.205,0.368762857,0.289897949,0.710102051,0.890548748,-0.3,-0.5,0.5,1.17,0.87,2
1,1358.003,0.289897949,0.631237143,0.631237143,0.631237143,-0.5,0.3,0.3,0.3,0.4,7
2,1388.004,0.631237143,0.631237143,0.109451252,0.109451252,0.3,0.3,-1.17,-1.17,-1.74,2
3,1418.004,0.890548748,0.710102051,0.890548748,0.710102051,1.17,0.5,1.17,0.5,3.34,7
4,1448.004,0.631237143,0.710102051,0.368762857,0.109451252,0.3,0.5,-0.3,-1.17,-0.67,2
5,1484.012,0.631237143,0.289897949,0.368762857,0.368762857,0.3,-0.5,-0.3,-0.3,-0.8,2
6,1516.003,0.368762857,0.631237143,0.890548748,0.631237143,-0.3,0.3,1.17,0.3,1.47,7
7,1546.003,0.631237143,0.368762857,0.368762857,0.289897949,0.3,-0.3,-0.3,-0.5,-0.8,2
8,1576.004,0.289897949,0.109451252,0.109451252,0.109451252,-0.5,-1.17,-1.17,-1.17,-4.01,2
9,1608.012,0.289897949,0.289897949,0.289897949,0.289897949,-0.5,-0.5,-0.5,-0.5,-2,2
10,1640.004,0.710102051,0.109451252,0.631237143,0.631237143,0.5,-1.17,0.3,0.3,-0.07,7
11,1672.012,0.109451252,0.289897949,0.289897949,0.109451252,-1.17,-0.5,-0.5,-1.17,-3.34,2
12,1704.003,0.890548748,0.890548748,0.890548748,0.890548748,1.17,1.17,1.17,1.17,4.68,7
13,1735.995,0.289897949,0.710102051,0.710102051,0.710102051,-0.5,0.5,0.5,0.5,1,7
14,1772.002,0.368762857,0.710102051,0.109451252,0.368762857,-0.3,0.5,-1.17,-0.3,-1.27,2
15,1808.009,0.710102051,0.109451252,0.631237143,0.890548748,0.5,-1.17,0.3,1.17,0.8,7
16,1844,0.890548748,0.710102051,0.109451252,0.109451252,1.17,0.5,-1.17,-1.17,-0.67,2
17,1880.007,0.631237143,0.710102051,0.289897949,0.109451252,0.3,0.5,-0.5,-1.17,-0.87,2
18,1910.007,0.289897949,0.289897949,0.890548748,0.890548748,-0.5,-0.5,1.17,1.17,1.34,2
19,1940.008,0.289897949,0.109451252,0.289897949,0.109451252,-0.5,-1.17,-0.5,-1.17,-3.34,2
20,1976.015,0.710102051,0.368762857,0.368762857,0.368762857,0.5,-0.3,-0.3,-0.3,-0.4,2
1,2031.986,0.289897949,0.890548748,0.109451252,0.368762857,-0.5,1.17,-1.17,-0.3,-0.8,2
2,2061.986,0.631237143,0.710102051,0.289897949,0.109451252,0.3,0.5,-0.5,-1.17,-0.87,7
3,2091.987,0.631237143,0.890548748,0.890548748,0.890548748,0.3,1.17,1.17,1.17,3.81,7
4,2121.987,0.710102051,0.710102051,0.289897949,0.109451252,0.5,0.5,-0.5,-1.17,-0.67,7
5,2151.987,0.890548748,0.368762857,0.109451252,0.109451252,1.17,-0.3,-1.17,-1.17,-1.47,2
6,2183.996,0.890548748,0.890548748,0.890548748,0.890548748,1.17,1.17,1.17,1.17,4.68,7
7,2213.996,0.289897949,0.289897949,0.710102051,0.890548748,-0.5,-0.5,0.5,1.17,0.67,7
8,2245.988,0.890548748,0.631237143,0.631237143,0.631237143,1.17,0.3,0.3,0.3,2.07,7
9,2281.995,0.631237143,0.368762857,0.368762857,0.109451252,0.3,-0.3,-0.3,-1.17,-1.47,2
10,2318.002,0.631237143,0.631237143,0.109451252,0.109451252,0.3,0.3,-1.17,-1.17,-1.74,2
11,2349.994,0.631237143,0.890548748,0.631237143,0.631237143,0.3,1.17,0.3,0.3,2.07,7
12,2386.001,0.368762857,0.109451252,0.890548748,0.890548748,-0.3,-1.17,1.17,1.17,0.87,2
13,2421.991,0.710102051,0.890548748,0.631237143,0.631237143,0.5,1.17,0.3,0.3,2.27,7
14,2457.982,0.368762857,0.710102051,0.109451252,0.368762857,-0.3,0.5,-1.17,-0.3,-1.27,2
15,2487.999,0.109451252,0.631237143,0.890548748,0.890548748,-1.17,0.3,1.17,1.17,1.47,7
16,2517.999,0.710102051,0.289897949,0.289897949,0.289897949,0.5,-0.5,-0.5,-0.5,-1,7
17,2549.991,0.710102051,0.368762857,0.368762857,0.368762857,0.5,-0.3,-0.3,-0.3,-0.4,2
18,2581.999,0.109451252,0.368762857,0.368762857,0.368762857,-1.17,-0.3,-0.3,-0.3,-2.07,2
19,2613.99,0.890548748,0.631237143,0.890548748,0.890548748,1.17,0.3,1.17,1.17,3.81,7
20,2645.999,0.368762857,0.368762857,0.890548748,0.890548748,-0.3,-0.3,1.17,1.17,1.74,7
1,2695.996,0.631237143,0.368762857,0.368762857,0.109451252,0.3,-0.3,-0.3,-1.17,-1.47,2
2,2728.004,0.368762857,0.289897949,0.631237143,0.890548748,-0.3,-0.5,0.3,1.17,0.67,7
3,2757.988,0.890548748,0.631237143,0.890548748,0.890548748,1.17,0.3,1.17,1.17,3.81,7
4,2789.996,0.368762857,0.109451252,0.890548748,0.890548748,-0.3,-1.17,1.17,1.17,0.87,7
5,2826.003,0.109451252,0.631237143,0.710102051,0.710102051,-1.17,0.3,0.5,0.5,0.13,7
6,2857.995,0.368762857,0.710102051,0.631237143,0.890548748,-0.3,0.5,0.3,1.17,1.67,7
7,2894.002,0.710102051,0.109451252,0.631237143,0.890548748,0.5,-1.17,0.3,1.17,0.8,7
8,2929.992,0.631237143,0.368762857,0.368762857,0.289897949,0.3,-0.3,-0.3,-0.5,-0.8,2
9,2959.993,0.109451252,0.109451252,0.109451252,0.109451252,-1.17,-1.17,-1.17,-1.17,-4.68,2
10,2992.001,0.289897949,0.710102051,0.710102051,0.710102051,-0.5,0.5,0.5,0.5,1,7
11,3028.008,0.289897949,0.109451252,0.368762857,0.109451252,-0.5,-1.17,-0.3,-1.17,-3.14,2
12,3058.008,0.289897949,0.109451252,0.109451252,0.109451252,-0.5,-1.17,-1.17,-1.17,-4.01,2
13,3090,0.710102051,0.368762857,0.368762857,0.368762857,0.5,-0.3,-0.3,-0.3,-0.4,2
14,3126.007,0.109451252,0.710102051,0.631237143,0.710102051,-1.17,0.5,0.3,0.5,0.13,7
15,3155.991,0.890548748,0.368762857,0.109451252,0.109451252,1.17,-0.3,-1.17,-1.17,-1.47,2
16,3185.991,0.368762857,0.289897949,0.710102051,0.890548748,-0.3,-0.5,0.5,1.17,0.87,7
17,3215.992,0.890548748,0.710102051,0.710102051,0.890548748,1.17,0.5,0.5,1.17,3.34,7
18,3248,0.631237143,0.890548748,0.109451252,0.109451252,0.3,1.17,-1.17,-1.17,-0.87,2
19,3284.007,0.109451252,0.109451252,0.368762857,0.109451252,-1.17,-1.17,-0.3,-1.17,-3.81,2
20,3315.999,0.289897949,0.890548748,0.109451252,0.368762857,-0.5,1.17,-1.17,-0.3,-0.8,2
1,3367.987,0.710102051,0.368762857,0.368762857,0.368762857,0.5,-0.3,-0.3,-0.3,-0.4,2
2,3399.995,0.631237143,0.890548748,0.890548748,0.890548748,0.3,1.17,1.17,1.17,3.81,7
3,3429.995,0.710102051,0.289897949,0.289897949,0.289897949,0.5,-0.5,-0.5,-0.5,-1,2
4,3466.003,0.631237143,0.631237143,0.109451252,0.109451252,0.3,0.3,-1.17,-1.17,-1.74,2
5,3497.994,0.368762857,0.289897949,0.710102051,0.890548748,-0.3,-0.5,0.5,1.17,0.87,7
6,3527.995,0.368762857,0.710102051,0.631237143,0.631237143,-0.3,0.5,0.3,0.3,0.8,7
7,3560.003,0.710102051,0.710102051,0.890548748,0.710102051,0.5,0.5,1.17,0.5,2.67,7
8,3590.003,0.368762857,0.368762857,0.631237143,0.710102051,-0.3,-0.3,0.3,0.5,0.2,7
9,3621.995,0.890548748,0.710102051,0.109451252,0.109451252,1.17,0.5,-1.17,-1.17,-0.67,2
10,3651.995,0.368762857,0.289897949,0.890548748,0.890548748,-0.3,-0.5,1.17,1.17,1.54,7
11,3687.987,0.289897949,0.710102051,0.710102051,0.710102051,-0.5,0.5,0.5,0.5,1,7
12,3723.993,0.368762857,0.631237143,0.890548748,0.631237143,-0.3,0.3,1.17,0.3,1.47,7
13,3760,0.710102051,0.890548748,0.890548748,0.890548748,0.5,1.17,1.17,1.17,4.01,7
14,3791.992,0.289897949,0.109451252,0.368762857,0.109451252,-0.5,-1.17,-0.3,-1.17,-3.14,2
15,3827.999,0.289897949,0.109451252,0.710102051,0.890548748,-0.5,-1.17,0.5,1.17,0,7
16,3860.007,0.631237143,0.368762857,0.109451252,0.368762857,0.3,-0.3,-1.17,-0.3,-1.47,2
17,3895.997,0.710102051,0.109451252,0.368762857,0.368762857,0.5,-1.17,-0.3,-0.3,-1.27,2
18,3925.998,0.710102051,0.890548748,0.289897949,0.109451252,0.5,1.17,-0.5,-1.17,0,7
19,3955.998,0.631237143,0.109451252,0.710102051,0.710102051,0.3,-1.17,0.5,0.5,0.13,7
20,3985.999,0.368762857,0.631237143,0.631237143,0.890548748,-0.3,0.3,0.3,1.17,1.47,7
1,22.02,0.758912411,0.758912411,0.890548748,0.890548748,0.64,0.64,1.17,1.17,3.62,7
2,58.01,0.890548748,0.671880756,0.890548748,0.890548748,1.17,0.4,1.17,1.17,3.91,7
3,88.011,0.758912411,0.109451252,0.890548748,0.671880756,0.64,-1.17,1.17,0.4,1.04,7
4,118.029,0.241087589,0.241087589,0.758912411,0.890548748,-0.64,-0.64,0.64,1.17,0.53,7
5,148.013,0.328119244,0.241087589,0.758912411,0.890548748,-0.4,-0.64,0.64,1.17,0.77,7
6,180.004,0.671880756,0.241087589,0.328119244,0.328119244,0.4,-0.64,-0.4,-0.4,-1.04,7
7,212.013,0.328119244,0.109451252,0.328119244,0.328119244,-0.4,-1.17,-0.4,-0.4,-2.37,2
8,244.005,0.671880756,0.758912411,0.328119244,0.109451252,0.4,0.64,-0.4,-1.17,-0.53,7
9,280.012,0.671880756,0.671880756,0.109451252,0.109451252,0.4,0.4,-1.17,-1.17,-1.54,7
10,312.004,0.671880756,0.241087589,0.328119244,0.109451252,0.4,-0.64,-0.4,-1.17,-1.81,2
11,348.012,0.328119244,0.241087589,0.890548748,0.890548748,-0.4,-0.64,1.17,1.17,1.3,2
12,378.012,0.671880756,0.328119244,0.109451252,0.328119244,0.4,-0.4,-1.17,-0.4,-1.57,7
13,408.013,0.671880756,0.758912411,0.109451252,0.109451252,0.4,0.64,-1.17,-1.17,-1.3,7
14,444.005,0.328119244,0.671880756,0.758912411,0.890548748,-0.4,0.4,0.64,1.17,1.81,7
